"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","DOCCONSULT","TOT","CAP","A","1960",2.7,
"AUS","DOCCONSULT","TOT","CAP","A","1961",2.8,
"AUS","DOCCONSULT","TOT","CAP","A","1962",2.9,
"AUS","DOCCONSULT","TOT","CAP","A","1963",2.9,
"AUS","DOCCONSULT","TOT","CAP","A","1964",2.9,
"AUS","DOCCONSULT","TOT","CAP","A","1965",2.8,
"AUS","DOCCONSULT","TOT","CAP","A","1966",2.8,
"AUS","DOCCONSULT","TOT","CAP","A","1967",2.9,
"AUS","DOCCONSULT","TOT","CAP","A","1968",3,
"AUS","DOCCONSULT","TOT","CAP","A","1969",3.2,
"AUS","DOCCONSULT","TOT","CAP","A","1970",3.1,
"AUS","DOCCONSULT","TOT","CAP","A","1971",3.3,
"AUS","DOCCONSULT","TOT","CAP","A","1972",3.3,
"AUS","DOCCONSULT","TOT","CAP","A","1973",3.3,
"AUS","DOCCONSULT","TOT","CAP","A","1974",3.4,
"AUS","DOCCONSULT","TOT","CAP","A","1975",3.6,
"AUS","DOCCONSULT","TOT","CAP","A","1976",3.6,
"AUS","DOCCONSULT","TOT","CAP","A","1977",3.7,
"AUS","DOCCONSULT","TOT","CAP","A","1978",3.8,
"AUS","DOCCONSULT","TOT","CAP","A","1979",3.9,
"AUS","DOCCONSULT","TOT","CAP","A","1980",4,
"AUS","DOCCONSULT","TOT","CAP","A","1981",4.5,
"AUS","DOCCONSULT","TOT","CAP","A","1982",4.5,
"AUS","DOCCONSULT","TOT","CAP","A","1983",5,
"AUS","DOCCONSULT","TOT","CAP","A","1984",5.1,
"AUS","DOCCONSULT","TOT","CAP","A","1985",5.4,
"AUS","DOCCONSULT","TOT","CAP","A","1986",5.5,
"AUS","DOCCONSULT","TOT","CAP","A","1987",5.7,
"AUS","DOCCONSULT","TOT","CAP","A","1988",5.9,
"AUS","DOCCONSULT","TOT","CAP","A","1989",6.2,
"AUS","DOCCONSULT","TOT","CAP","A","1990",6.1,
"AUS","DOCCONSULT","TOT","CAP","A","1991",6.3,
"AUS","DOCCONSULT","TOT","CAP","A","1992",6.6,
"AUS","DOCCONSULT","TOT","CAP","A","1993",6.8,
"AUS","DOCCONSULT","TOT","CAP","A","1994",6.5,
"AUS","DOCCONSULT","TOT","CAP","A","1995",6.7,
"AUS","DOCCONSULT","TOT","CAP","A","1996",6.8,
"AUS","DOCCONSULT","TOT","CAP","A","1997",6.7,
"AUS","DOCCONSULT","TOT","CAP","A","1998",6.7,
"AUS","DOCCONSULT","TOT","CAP","A","1999",6.6,
"AUS","DOCCONSULT","TOT","CAP","A","2000",6.4,
"AUS","DOCCONSULT","TOT","CAP","A","2001",6.4,
"AUS","DOCCONSULT","TOT","CAP","A","2002",6.3,
"AUS","DOCCONSULT","TOT","CAP","A","2003",5.743,"B"
"AUS","DOCCONSULT","TOT","CAP","A","2004",5.71,
"AUS","DOCCONSULT","TOT","CAP","A","2005",5.837,
"AUS","DOCCONSULT","TOT","CAP","A","2006",5.94,
"AUS","DOCCONSULT","TOT","CAP","A","2007",5.995,
"AUS","DOCCONSULT","TOT","CAP","A","2008",6.258,
"AUS","DOCCONSULT","TOT","CAP","A","2009",6.327,
"AUS","DOCCONSULT","TOT","CAP","A","2010",6.497,
"AUS","DOCCONSULT","TOT","CAP","A","2011",6.465,
"AUS","DOCCONSULT","TOT","CAP","A","2012",6.458,
"AUS","DOCCONSULT","TOT","CAP","A","2013",6.497,
"AUS","DOCCONSULT","TOT","CAP","A","2014",6.675,
"AUS","DOCCONSULT","TOT","CAP","A","2015",6.84,
"AUS","DOCCONSULT","TOT","CAP","A","2016",7.025,
"AUS","DOCCONSULT","TOT","CAP","A","2017",7.1,
"AUS","DOCCONSULT","TOT","CAP","A","2018",7.27,
"AUS","DOCCONSULT","TOT","CAP","A","2019",7.322,
"AUS","DOCCONSULT","TOT","CAP","A","2020",6.777,
"AUS","DOCCONSULT","TOT","CAP","A","2021",6.1,
"AUS","DOCCONSULT","TOT","CAP","A","2022",6.59,
"AUT","DOCCONSULT","TOT","CAP","A","1960",4.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1961",4.5,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1962",4.4,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1963",4.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1964",4.8,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1965",4.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1966",4.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1967",5,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1968",5,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1969",5.2,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1970",5.2,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1971",5.2,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1972",5.2,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1973",5.1,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1974",5.2,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1975",5.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1976",5.4,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1977",5.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1978",5.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1979",5.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1980",5.4,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1981",5.4,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1982",5.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1983",5.4,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1984",5.4,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1985",5.5,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1986",5.5,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1987",5.6,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1988",5.8,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1989",5.8,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1990",5.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1991",5.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1992",6,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1993",6.1,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1994",6.2,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1995",6.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1996",6.3,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1997",6.2,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1998",6.5,"D"
"AUT","DOCCONSULT","TOT","CAP","A","1999",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2000",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2001",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2002",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2003",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2004",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2005",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2006",6.7,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2007",6.8,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2008",6.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2009",6.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2010",6.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2011",6.9,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2012",6.82,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2013",6.82,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2014",6.77,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2015",6.62,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2016",6.59,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2017",6.53,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2018",6.55,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2019",6.55,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2020",5.8,"D"
"AUT","DOCCONSULT","TOT","CAP","A","2021",6.46,"D"
"BEL","DOCCONSULT","TOT","CAP","A","2006",6.49,
"BEL","DOCCONSULT","TOT","CAP","A","2007",6.47,
"BEL","DOCCONSULT","TOT","CAP","A","2008",6.75,
"BEL","DOCCONSULT","TOT","CAP","A","2009",6.85,
"BEL","DOCCONSULT","TOT","CAP","A","2010",6.62,
"BEL","DOCCONSULT","TOT","CAP","A","2011",6.68,
"BEL","DOCCONSULT","TOT","CAP","A","2012",6.71,
"BEL","DOCCONSULT","TOT","CAP","A","2013",6.67,
"BEL","DOCCONSULT","TOT","CAP","A","2014",6.67,
"BEL","DOCCONSULT","TOT","CAP","A","2015",6.76,
"BEL","DOCCONSULT","TOT","CAP","A","2016",6.89,
"BEL","DOCCONSULT","TOT","CAP","A","2017",6.96,
"BEL","DOCCONSULT","TOT","CAP","A","2018",7.19,
"BEL","DOCCONSULT","TOT","CAP","A","2019",7.3,
"BEL","DOCCONSULT","TOT","CAP","A","2020",6.17,
"BEL","DOCCONSULT","TOT","CAP","A","2021",6.74,
"CAN","DOCCONSULT","TOT","CAP","A","1962",4,
"CAN","DOCCONSULT","TOT","CAP","A","1972",4.3,
"CAN","DOCCONSULT","TOT","CAP","A","1973",4.4,
"CAN","DOCCONSULT","TOT","CAP","A","1974",4.6,
"CAN","DOCCONSULT","TOT","CAP","A","1975",4.9,
"CAN","DOCCONSULT","TOT","CAP","A","1976",4.9,
"CAN","DOCCONSULT","TOT","CAP","A","1977",5,
"CAN","DOCCONSULT","TOT","CAP","A","1978",5.1,
"CAN","DOCCONSULT","TOT","CAP","A","1979",5.3,
"CAN","DOCCONSULT","TOT","CAP","A","1980",5.6,
"CAN","DOCCONSULT","TOT","CAP","A","1981",5.6,
"CAN","DOCCONSULT","TOT","CAP","A","1982",5.8,
"CAN","DOCCONSULT","TOT","CAP","A","1983",5.9,
"CAN","DOCCONSULT","TOT","CAP","A","1984",6,
"CAN","DOCCONSULT","TOT","CAP","A","1985",6.2,
"CAN","DOCCONSULT","TOT","CAP","A","1986",6.4,
"CAN","DOCCONSULT","TOT","CAP","A","1987",6.6,
"CAN","DOCCONSULT","TOT","CAP","A","1988",6.6,
"CAN","DOCCONSULT","TOT","CAP","A","1989",6.8,
"CAN","DOCCONSULT","TOT","CAP","A","1990",6.7,
"CAN","DOCCONSULT","TOT","CAP","A","1991",6.9,
"CAN","DOCCONSULT","TOT","CAP","A","1992",6.9,
"CAN","DOCCONSULT","TOT","CAP","A","1993",6.8,
"CAN","DOCCONSULT","TOT","CAP","A","1994",6.6,
"CAN","DOCCONSULT","TOT","CAP","A","1995",6.5,
"CAN","DOCCONSULT","TOT","CAP","A","1996",6.4,
"CAN","DOCCONSULT","TOT","CAP","A","1997",6.3,
"CAN","DOCCONSULT","TOT","CAP","A","1998",6.4,
"CAN","DOCCONSULT","TOT","CAP","A","1999",6.548,"B"
"CAN","DOCCONSULT","TOT","CAP","A","2000",6.737,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2001",6.882,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2002",6.918,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2003",7.045,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2004",6.922,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2005",7.004,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2006",6.93,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2007",7.047,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2008",7.153,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2009",7.025,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2010",6.987,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2011",6.984,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2012",6.941,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2013",6.664,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2014",6.638,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2015",6.643,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2016",6.611,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2017",6.58,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2018",6.535,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2019",6.6,"E"
"CAN","DOCCONSULT","TOT","CAP","A","2020",4.73,"E"
"CZE","DOCCONSULT","TOT","CAP","A","2015",7.72,
"CZE","DOCCONSULT","TOT","CAP","A","2016",7.73,
"CZE","DOCCONSULT","TOT","CAP","A","2017",7.71,
"CZE","DOCCONSULT","TOT","CAP","A","2018",7.91,
"CZE","DOCCONSULT","TOT","CAP","A","2019",7.91,
"CZE","DOCCONSULT","TOT","CAP","A","2020",7.32,
"CZE","DOCCONSULT","TOT","CAP","A","2021",7.8,
"DNK","DOCCONSULT","TOT","CAP","A","1990",3.7,
"DNK","DOCCONSULT","TOT","CAP","A","1991",3.8,
"DNK","DOCCONSULT","TOT","CAP","A","1992",4,
"DNK","DOCCONSULT","TOT","CAP","A","1993",3.9,
"DNK","DOCCONSULT","TOT","CAP","A","1994",4,
"DNK","DOCCONSULT","TOT","CAP","A","1995",4.1,
"DNK","DOCCONSULT","TOT","CAP","A","1996",4,
"DNK","DOCCONSULT","TOT","CAP","A","1997",4.1,
"DNK","DOCCONSULT","TOT","CAP","A","1998",4.2,
"DNK","DOCCONSULT","TOT","CAP","A","1999",4.1,
"DNK","DOCCONSULT","TOT","CAP","A","2000",4.2,
"DNK","DOCCONSULT","TOT","CAP","A","2001",4.2,
"DNK","DOCCONSULT","TOT","CAP","A","2002",4.3,
"DNK","DOCCONSULT","TOT","CAP","A","2003",4.3,
"DNK","DOCCONSULT","TOT","CAP","A","2004",4.4,
"DNK","DOCCONSULT","TOT","CAP","A","2005",4.5,
"DNK","DOCCONSULT","TOT","CAP","A","2006",4.5,
"DNK","DOCCONSULT","TOT","CAP","A","2007",4.5,
"DNK","DOCCONSULT","TOT","CAP","A","2008",4.6,
"DNK","DOCCONSULT","TOT","CAP","A","2009",4.6,
"DNK","DOCCONSULT","TOT","CAP","A","2010",4.6,
"DNK","DOCCONSULT","TOT","CAP","A","2011",4.8,
"DNK","DOCCONSULT","TOT","CAP","A","2012",4.7,
"DNK","DOCCONSULT","TOT","CAP","A","2013",4.675,
"DNK","DOCCONSULT","TOT","CAP","A","2014",4.088,
"DNK","DOCCONSULT","TOT","CAP","A","2015",4.073,
"DNK","DOCCONSULT","TOT","CAP","A","2016",4.077,
"DNK","DOCCONSULT","TOT","CAP","A","2017",4.103,
"DNK","DOCCONSULT","TOT","CAP","A","2018",4.05,
"DNK","DOCCONSULT","TOT","CAP","A","2019",3.946,
"DNK","DOCCONSULT","TOT","CAP","A","2020",3.964,
"DNK","DOCCONSULT","TOT","CAP","A","2021",3.793,
"FIN","DOCCONSULT","TOT","CAP","A","1964",1.6,
"FIN","DOCCONSULT","TOT","CAP","A","1965",1.7,
"FIN","DOCCONSULT","TOT","CAP","A","1966",1.7,
"FIN","DOCCONSULT","TOT","CAP","A","1967",1.8,
"FIN","DOCCONSULT","TOT","CAP","A","1968",2,
"FIN","DOCCONSULT","TOT","CAP","A","1969",2.2,
"FIN","DOCCONSULT","TOT","CAP","A","1970",2.4,
"FIN","DOCCONSULT","TOT","CAP","A","1971",2.7,
"FIN","DOCCONSULT","TOT","CAP","A","1972",2.8,
"FIN","DOCCONSULT","TOT","CAP","A","1973",2.8,
"FIN","DOCCONSULT","TOT","CAP","A","1974",3,
"FIN","DOCCONSULT","TOT","CAP","A","1975",3,
"FIN","DOCCONSULT","TOT","CAP","A","1976",3,
"FIN","DOCCONSULT","TOT","CAP","A","1977",3,
"FIN","DOCCONSULT","TOT","CAP","A","1978",3,
"FIN","DOCCONSULT","TOT","CAP","A","1979",3.1,
"FIN","DOCCONSULT","TOT","CAP","A","1980",3.2,
"FIN","DOCCONSULT","TOT","CAP","A","1981",3.3,
"FIN","DOCCONSULT","TOT","CAP","A","1982",3.3,
"FIN","DOCCONSULT","TOT","CAP","A","1983",3.4,
"FIN","DOCCONSULT","TOT","CAP","A","1984",3.4,
"FIN","DOCCONSULT","TOT","CAP","A","1985",3.6,
"FIN","DOCCONSULT","TOT","CAP","A","1986",3.6,
"FIN","DOCCONSULT","TOT","CAP","A","1987",3.6,
"FIN","DOCCONSULT","TOT","CAP","A","1988",3.7,
"FIN","DOCCONSULT","TOT","CAP","A","1989",3.9,
"FIN","DOCCONSULT","TOT","CAP","A","1990",3.9,
"FIN","DOCCONSULT","TOT","CAP","A","1991",4,
"FIN","DOCCONSULT","TOT","CAP","A","1992",3.9,
"FIN","DOCCONSULT","TOT","CAP","A","1993",3.9,
"FIN","DOCCONSULT","TOT","CAP","A","1994",4,
"FIN","DOCCONSULT","TOT","CAP","A","1995",4.1,
"FIN","DOCCONSULT","TOT","CAP","A","1996",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","1997",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","1998",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","1999",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2000",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2001",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2002",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2003",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2004",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2005",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2006",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2007",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2008",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2009",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2010",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2011",4.2,"B"
"FIN","DOCCONSULT","TOT","CAP","A","2012",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2013",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2014",4.2,
"FIN","DOCCONSULT","TOT","CAP","A","2015",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2016",4.3,
"FIN","DOCCONSULT","TOT","CAP","A","2017",4.4,
"FIN","DOCCONSULT","TOT","CAP","A","2018",4.4,
"FIN","DOCCONSULT","TOT","CAP","A","2019",4.4,
"FIN","DOCCONSULT","TOT","CAP","A","2020",4,
"FIN","DOCCONSULT","TOT","CAP","A","2021",4.142,
"FRA","DOCCONSULT","TOT","CAP","A","1980",4.2,
"FRA","DOCCONSULT","TOT","CAP","A","1981",4.4,
"FRA","DOCCONSULT","TOT","CAP","A","1982",4.6,
"FRA","DOCCONSULT","TOT","CAP","A","1983",4.8,
"FRA","DOCCONSULT","TOT","CAP","A","1984",4.8,
"FRA","DOCCONSULT","TOT","CAP","A","1985",5.2,
"FRA","DOCCONSULT","TOT","CAP","A","1986",5.4,
"FRA","DOCCONSULT","TOT","CAP","A","1987",5.4,
"FRA","DOCCONSULT","TOT","CAP","A","1988",5.6,
"FRA","DOCCONSULT","TOT","CAP","A","1989",5.7,
"FRA","DOCCONSULT","TOT","CAP","A","1990",5.9,
"FRA","DOCCONSULT","TOT","CAP","A","1991",6.1,
"FRA","DOCCONSULT","TOT","CAP","A","1992",6.2,
"FRA","DOCCONSULT","TOT","CAP","A","1993",6.3,
"FRA","DOCCONSULT","TOT","CAP","A","1994",6.4,
"FRA","DOCCONSULT","TOT","CAP","A","1995",6.4,
"FRA","DOCCONSULT","TOT","CAP","A","1996",6.5,
"FRA","DOCCONSULT","TOT","CAP","A","1997",6.5,
"FRA","DOCCONSULT","TOT","CAP","A","1998",6.6,
"FRA","DOCCONSULT","TOT","CAP","A","1999",6.6,
"FRA","DOCCONSULT","TOT","CAP","A","2000",6.9,"B"
"FRA","DOCCONSULT","TOT","CAP","A","2001",7.4,"B"
"FRA","DOCCONSULT","TOT","CAP","A","2002",7.3,
"FRA","DOCCONSULT","TOT","CAP","A","2003",7.2,
"FRA","DOCCONSULT","TOT","CAP","A","2004",7,
"FRA","DOCCONSULT","TOT","CAP","A","2005",7,
"FRA","DOCCONSULT","TOT","CAP","A","2006",6.8,
"FRA","DOCCONSULT","TOT","CAP","A","2007",6.8,
"FRA","DOCCONSULT","TOT","CAP","A","2008",6.7,
"FRA","DOCCONSULT","TOT","CAP","A","2009",6.7,
"FRA","DOCCONSULT","TOT","CAP","A","2010",6.7,
"FRA","DOCCONSULT","TOT","CAP","A","2011",6.8,
"FRA","DOCCONSULT","TOT","CAP","A","2012",6.7,
"FRA","DOCCONSULT","TOT","CAP","A","2013",6.4,"B"
"FRA","DOCCONSULT","TOT","CAP","A","2014",6.3,
"FRA","DOCCONSULT","TOT","CAP","A","2015",6.2,
"FRA","DOCCONSULT","TOT","CAP","A","2016",6.2,
"FRA","DOCCONSULT","TOT","CAP","A","2017",6,
"FRA","DOCCONSULT","TOT","CAP","A","2018",5.9,
"FRA","DOCCONSULT","TOT","CAP","A","2019",5.9,
"FRA","DOCCONSULT","TOT","CAP","A","2020",5,
"FRA","DOCCONSULT","TOT","CAP","A","2021",5.5,
"DEU","DOCCONSULT","TOT","CAP","A","1991",5.3,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1992",5.7,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1993",6.2,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1994",6.5,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1995",6.8,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1996",7,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1997",7.3,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1998",7.4,"D"
"DEU","DOCCONSULT","TOT","CAP","A","1999",7.6,"D"
"DEU","DOCCONSULT","TOT","CAP","A","2000",7.7,"D"
"DEU","DOCCONSULT","TOT","CAP","A","2001",7.9,"D"
"DEU","DOCCONSULT","TOT","CAP","A","2002",8,"D"
"DEU","DOCCONSULT","TOT","CAP","A","2003",8,"D"
"DEU","DOCCONSULT","TOT","CAP","A","2004",7.4,"D"
"DEU","DOCCONSULT","TOT","CAP","A","2005",8.1,"D"
"DEU","DOCCONSULT","TOT","CAP","A","2006",7.9,"D"
